-0.01470588	0.01000000
-0.01411765	0.02000000
-0.01392157	0.03000000
-0.01372549	0.03000000
-0.01333333	0.06000000
-0.01333333	0.06000000
-0.01313725	0.06000000
-0.01313725	0.07000000
-0.01274510	0.09000000
-0.01274510	0.09000000
-0.01254902	0.09000000
-0.01215686	0.11000000
-0.01196078	0.11000000
-0.01176471	0.13000000
-0.01156863	0.13000000
-0.01098039	0.17000000
-0.01078431	0.17000000
-0.01058824	0.18000000
-0.01019608	0.19000000
-0.01019608	0.21000000
-0.00941176	0.25000000
-0.00941176	0.25000000
-0.00901961	0.27000000
-0.00882353	0.29000000
-0.00862745	0.30000000
-0.00843137	0.30000000
-0.00784314	0.31000000
-0.00764706	0.35000000
-0.00725490	0.36000000
-0.00725490	0.36000000
-0.00686275	0.38000000
-0.00686275	0.39000000
-0.00627451	0.40000000
-0.00607843	0.41000000
-0.00607843	0.41000000
-0.00588235	0.43000000
-0.00568627	0.44000000
-0.00568627	0.45000000
-0.00549020	0.49000000
-0.00509804	0.48000000
-0.00490196	0.48000000
-0.00470588	0.49000000
-0.00431373	0.51000000
-0.00431373	0.51000000
-0.00352941	0.54000000
-0.00333333	0.55000000
-0.00333333	0.56000000
-0.00294118	0.57000000
-0.00274510	0.56000000
-0.00274510	0.59000000
-0.00254902	0.59000000
-0.00215686	0.60000000
-0.00196078	0.60000000
-0.00176471	0.62000000
-0.00176471	0.62000000
-0.00137255	0.63000000
-0.00098039	0.64000000
-0.00078431	0.64000000
-0.00039216	0.66000000
0.00000000	0.68000000
0.00000000	0.68000000
0.00039216	0.67000000
0.00058824	0.68000000
0.00098039	0.68000000
0.00117647	0.68000000
0.00137255	0.68000000
0.00156863	0.69000000
0.00196078	0.70000000
0.00215686	0.71000000
0.00215686	0.71000000
0.00274510	0.72000000
0.00274510	0.73000000
0.00294118	0.73000000
0.00333333	0.75000000
0.00372549	0.76000000
0.00372549	0.77000000
0.00392157	0.80000000
0.00411765	0.79000000
0.00431373	0.79000000
0.00450980	0.80000000
0.00450980	0.83000000
0.00509804	0.82000000
0.00529412	0.85000000
0.00568627	0.88000000
0.00568627	0.88000000
0.00607843	0.88000000
0.00607843	0.89000000
0.00607843	0.89000000
0.00627451	0.91000000
0.00627451	0.91000000
0.00647059	0.92000000
0.00666667	0.93000000
0.00666667	0.94000000
0.00666667	0.94000000
0.00686275	0.97000000
0.00686275	0.98000000
0.00705882	0.97000000
0.00705882	0.97000000
0.00725490	0.99000000
0.00745098	1.00000000
0.00764706	1.02000000
0.00764706	1.04000000
0.00764706	1.05000000
0.00843137	1.05000000
0.00843137	1.06000000
0.00862745	1.06000000
0.00862745	1.02000000
0.00882353	1.00000000
0.00882353	0.99000000
0.00921569	0.94000000
0.00941176	0.98000000
0.00941176	0.96000000
0.00941176	0.91000000
0.00941176	0.89000000
0.00960784	0.89000000
0.01000000	0.85000000
0.01019608	0.80000000
0.01019608	0.78000000
0.01039216	0.74000000
0.01039216	0.72000000
0.01058824	0.71000000
0.01058824	0.69000000
0.01058824	0.68000000
0.01058824	0.67000000
0.01058824	0.65000000
0.01058824	0.64000000
0.01078431	0.60000000
0.01078431	0.55000000
0.01078431	0.57000000
0.01078431	0.57000000
0.01078431	0.47000000
0.01078431	0.44000000
0.01098039	0.50000000
0.01098039	0.49000000
0.01098039	0.56000000
0.01098039	0.40000000
0.01098039	0.38000000
0.01098039	0.34000000
0.01117647	0.32000000
0.01117647	0.31000000
0.01137255	0.29000000
0.01156863	0.26000000
0.011764706	0.19
0.011764706	0.18
0.011764706	0.18
0.011764706	0.22
0.011764706	0.23
0.011764706	0.22
0.011960784	0.18
0.012156863	0.14
0.012156863	0.1
0.012352941	0.1
0.012352941	0.06
0.01254902	0.06
0.01254902	0.04
0.012941176	0.04
0.012941176	0.02
