0.00080000	0.01485149
0.00080000	0.01485149
0.00100000	0.00495050
0.00120000	-0.00495050
0.00120000	-0.01485149
0.00160000	-0.04455446
0.00160000	-0.04455446
0.00180000	-0.04455446
0.00200000	-0.05445545
0.00220000	-0.05445545
0.00220000	-0.06435644
0.00260000	-0.07425743
0.00280000	-0.08415842
0.00300000	-0.11386139
0.00360000	-0.13366337
0.00380000	-0.13366337
0.00420000	-0.16336634
0.00420000	-0.16336634
0.00420000	-0.16336634
0.00460000	-0.18316832
0.00460000	-0.18316832
0.00460000	-0.18316832
0.00500000	-0.20297030
0.00500000	-0.21287129
0.00540000	-0.24257426
0.00540000	-0.25247525
0.00580000	-0.25247525
0.00580000	-0.26237624
0.00600000	-0.27227723
0.00620000	-0.28217822
0.00620000	-0.29207921
0.00680000	-0.32178218
0.00680000	-0.33168317
0.00680000	-0.33168317
0.00680000	-0.33168317
0.00740000	-0.34158416
0.00760000	-0.36138614
0.00780000	-0.37128713
0.00840000	-0.40099010
0.00860000	-0.40099010
0.00900000	-0.43069307
0.00920000	-0.44059406
0.00920000	-0.44059406
0.00940000	-0.45049505
0.00980000	-0.46039604
0.01000000	-0.48019802
0.01040000	-0.49009901
0.01040000	-0.49009901
0.01060000	-0.49009901
0.01100000	-0.50990099
0.01120000	-0.51980198
0.01160000	-0.52970297
0.01180000	-0.52970297
0.01240000	-0.53960396
0.01240000	-0.53960396
0.01280000	-0.53960396
0.01340000	-0.54950495
0.01360000	-0.54950495
0.01380000	-0.54950495
0.01420000	-0.56930693
0.01440000	-0.55940594
0.01480000	-0.55940594
0.01520000	-0.56930693
0.01540000	-0.57920792
0.01540000	-0.57920792
0.01580000	-0.57920792
0.01600000	-0.57920792
0.01600000	-0.57920792
0.01660000	-0.58910891
0.01680000	-0.58910891
0.01700000	-0.61881188
0.01740000	-0.59900990
0.01760000	-0.60891089
0.01760000	-0.60891089
0.01820000	-0.62871287
0.01860000	-0.62871287
0.01860000	-0.62871287
0.01920000	-0.62871287
0.01980000	-0.63861386
0.02000000	-0.64851485
0.02020000	-0.64851485
0.02040000	-0.64851485
0.02060000	-0.65841584
0.02080000	-0.66831683
0.02100000	-0.66831683
0.02120000	-0.67821782
0.02160000	-0.69801980
0.02200000	-0.72772277
0.02200000	-0.72772277
0.02200000	-0.73762376
0.02240000	-0.74752475
0.02260000	-0.76732673
0.02260000	-0.76732673
0.02260000	-0.76732673
0.02320000	-0.78712871
0.02340000	-0.82673267
0.02380000	-0.84653465
0.02380000	-0.86633663
0.02400000	-0.84653465
0.02420000	-0.82673267
0.02420000	-0.84653465
0.02440000	-0.85643564
0.02460000	-0.87623762
0.02480000	-0.88613861
0.02480000	-0.89603960
0.02480000	-0.89603960
0.02520000	-0.89603960
0.02560000	-0.88613861
0.02560000	-0.78712871
0.02580000	-0.83663366
0.02600000	-0.84653465
0.02640000	-0.80693069
0.02640000	-0.80693069
0.02660000	-0.76732673
0.02700000	-0.74752475
0.02700000	-0.74752475
0.02700000	-0.72772277
0.02700000	-0.70792079
0.02700000	-0.66831683
0.02720000	-0.61881188
0.02720000	-0.61881188
0.02720000	-0.57920792
0.02740000	-0.53960396
0.02740000	-0.52970297
0.02740000	-0.50000000
0.02740000	-0.30198020
0.02760000	-0.49009901
0.02760000	-0.44059406
0.02760000	-0.42079208
0.02760000	-0.28217822
0.02780000	-0.47029703
0.02780000	-0.36138614
0.02780000	-0.35148515
0.02780000	-0.27227723
0.02780000	-0.24257426
0.02800000	-0.21287129
0.02800000	-0.20297030
0.02800000	-0.18316832
0.02800000	-0.15346535
0.02820000	-0.14356436
0.02840000	-0.13366337
0.02860000	-0.11386139
0.0288	-0.103960396
0.0288	-0.074257426
0.0288	-0.064356436
0.0288	-0.044554455
0.0288	-0.024752475
0.0292	0.004950495
0.0294	0.024752475
